Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,105.63892430355392,109.76981127527449,99.88377145020131,105.50225711020252,96.09088476635911,624795.5360873694
2000-01-04,104.59932863950418,112.99464379777737,100.47295606945323,107.12436409130686,97.53252282351943,613756.7894736842
2000-01-05,139.69943160211952,147.76015181947562,131.32261786276092,138.8007460550347,129.14402308931065,722818.4574669187
2000-01-06,140.24534511510777,150.6880731267791,134.76341441862115,144.1645248677744,134.4146393570949,689474.4161931818
2000-01-07,145.5550546755071,153.41561231606525,141.53476981345028,147.56456841926885,137.8571422971467,663844.8626243486
2000-01-10,156.51887245941424,162.07545222977018,146.88911237539182,152.35155159402368,142.5561984180524,614209.1637564889
2000-01-11,164.5948939118086,183.87719951488108,157.21833345906853,172.08257595214812,158.89376802683708,572461.99339311
2000-01-12,175.0202084526834,183.09181003671748,165.08446631366763,173.54593648737284,160.28111864360451,666937.6196983977
2000-01-13,177.6906281661042,186.51152355704565,164.2716136995622,175.23744534235885,161.75294491326827,679550.4618284637
2000-01-14,177.49489931442002,185.49521782238645,167.48413250040147,175.1427337457525,161.66777642655757,604451.956501182
2000-01-18,175.836546378094,191.09050757806247,169.62277285380742,184.08643084533497,170.53444509821077,621983.554347826
2000-01-19,186.1541128773735,205.79471765521964,178.43907785204033,193.63801770954126,180.13707399847613,663952.6124763705
2000-01-20,141.10383095073104,167.79215458205948,133.95067131805556,157.60322803852418,144.1721918344906,942382.3352165725
2000-01-21,118.76150760996795,125.20757230251603,116.08294435956486,122.58046870641853,109.08911564073586,647890.4717339667
2000-01-24,167.1174128922241,181.67067470532882,160.7963232220349,167.64264823520352,154.21870358292028,652662.182464455
2000-01-25,251.029315992065,260.7127943898631,233.3824829737679,253.18082031649587,239.78594854573888,637687.2318977757
2000-01-26,172.26095782545576,177.89782599737222,157.79914024924216,164.6404409907617,151.08303476671784,628202.7123222749
2000-01-27,164.5002722691764,168.53675230291213,152.27586480520762,156.84685580322443,143.3282017973861,565910.753203607
2000-01-28,155.83743998277544,161.7422320392103,145.51805789085137,151.37765125176062,137.8296421099554,583607.2400379507
2000-01-31,150.43050611168005,156.49287740435736,138.94898935599457,146.2872501507535,132.8370274948881,659969.0834118756
2000-02-01,149.22598823363836,156.51525449274095,142.9658884930876,149.14475984261088,135.922465692974,530716.4588068182
2000-02-02,219.83421082072837,229.80966931160927,208.17154816101336,219.86801327432053,206.63021982936223,610503.6532829476
2000-02-03,221.4226738387129,228.46247055136828,213.1248963067367,220.1778626448091,206.89146963836868,644140.6777094179
2000-02-04,456.7808016647223,482.6834557615203,429.43703934562274,462.7955878056441,449.60869997516073,589643.5934690015
2000-02-07,239.27402533816388,247.83135721678363,228.66543172727117,237.18995025124704,223.92328525861913,573850.388757676
2000-02-08,487.52329078359276,507.0944372621111,469.17499227259424,500.53706618574046,487.24806481866136,609144.4161549362
2000-02-09,242.0972788664618,251.66400972242593,229.64535900212783,243.14830921246374,230.00088124477892,589926.7192234849
2000-02-10,267.8031568897802,284.5313311169509,263.0556174988371,281.1825800216728,267.95317245630594,554122.7194484071
2000-02-11,257.5070830381588,276.7592809523098,243.4037774282289,263.2368793799307,250.09416732072282,535804.8449351896
2000-02-14,327.18041148362926,356.23210831424024,315.84293850269654,339.223083638,325.64016890190356,521612.0860520094
2000-02-15,343.5003081272599,352.50656956870654,313.8394329426181,335.16234304512034,321.4577596528967,615864.0477090222
2000-02-16,342.22961771844155,371.3087859346708,327.9760127343879,360.68707082202076,346.8803846175853,572707.6641438032
2000-02-17,370.01270044156774,423.9142070065717,362.36933727477884,391.1787862967444,377.3257280698665,587381.4548463357
2000-02-18,402.18777062829355,440.8709541690364,387.8100362204933,408.6395895646329,395.09196276111317,530216.4218009479
2000-02-22,421.8907454383151,433.8446434635456,363.2855886854988,399.1844524294349,385.4770119339696,556176.2229570147
2000-02-23,408.10875021933964,429.8329878174004,384.8576946787111,411.1475849001265,397.45373893834966,607314.4719471948
2000-02-24,420.03035176933406,436.78160289897176,385.3800958338738,411.6355438920685,397.77097228994637,649043.3137996219
2000-02-25,418.1026483469142,457.7800212924785,400.2121077604613,443.15008577493825,429.2117983289238,570676.4943181818
2000-02-28,456.8198324289863,479.11084830801894,443.5038709568009,468.1057130612366,454.1444932259647,560621.1705352913
2000-02-29,286.32647039134434,299.54237673158565,275.82485030867036,284.30239198605517,270.23336062616187,603340.0850356295
2000-03-01,286.08931123645004,306.4498556935403,277.6238961394819,296.83862541787266,282.55678728743106,827736.6679192109
2000-03-02,326.375710636266,366.7311311082568,309.51772052227597,354.85984333366883,340.6326662622025,596683.4715370019
2000-03-03,241.58460146537385,261.3555927664335,233.36670186118545,250.49877950882563,236.14702553001928,593681.4757834758
2000-03-06,253.79020831978818,264.8570763578804,242.1760404229104,251.2293772063619,236.8546573768293,536603.3497864262
2000-03-07,376.87111451547,385.1535252169089,331.04842671425416,338.4336022939648,324.1577773004591,628036.9055529188
2000-03-08,342.14905937492364,352.0817405464366,302.5614073805469,322.6341072756623,308.3568724174016,630069.9272555503
2000-03-09,320.7199974338043,342.66318409138347,309.7641664656753,331.2136437085621,316.97405125425007,557102.543127962
2000-03-10,235.9136754982367,247.46133568776077,229.10068362500758,238.43345590702492,224.12968956792704,578429.5085066162
2000-03-13,234.446212933372,243.4792056906106,224.04508930247476,233.22916986537373,219.02694396625893,521132.05846298917
2000-03-14,178.11925566744569,183.8087800639733,162.84813644762215,167.4904504039303,153.83278605289638,577126.1997160435
2000-03-15,168.43464729545283,172.74831732488508,154.99572735733327,158.63526943984937,145.11954999313807,688754.1117953577
2000-03-16,162.02570516159298,167.44314563010215,152.78422569556466,160.35747762275471,146.61471498421025,770616.9187262357
2000-03-17,230.98376565901327,240.22929841422052,218.42790163458244,225.02225741637048,211.27769574098818,603269.2862577271
2000-03-20,223.51320931326353,230.08060760637045,201.19440490038784,212.54621397870315,198.6033593250187,479954.78088026505
2000-03-21,206.18941593152593,215.18948937217652,193.63850629785853,210.05487752404275,196.09848552446655,620195.1353773585
2000-03-22,210.20601615760606,226.75135401565888,205.24166826353704,220.72823107458214,207.29322361514608,648587.782117647
2000-03-23,225.56863209037337,240.16827628411366,217.41152053528708,222.43018832315968,208.9558830321166,666312.2260787992
2000-03-24,227.64353698688745,235.19279630203457,208.81458298915624,219.19754392695427,205.63700527915577,619384.3228235294
2000-03-27,217.34718843112745,222.29338600673043,205.28461393976067,212.69606699683246,199.18455733144555,470444.75011742604
2000-03-28,211.3370176239396,216.3562261985615,201.1357354775774,206.58906661207382,193.22449555644536,461391.4608490566
2000-03-29,205.09963837480504,211.07169881705414,190.12531458111238,194.40281610449438,181.07050094485356,519021.1843971631
2000-03-30,189.98989663362067,200.27427586795764,181.30483782590906,187.65408474584532,174.19768578874044,657767.6751292901
2000-03-31,187.9642419250633,214.46239027731764,174.28558718473687,208.64815235074917,195.23924492942663,703303.0441729323
2000-04-03,204.98646383966937,215.76936798868985,186.76612986392306,190.51180262660344,177.30709149378237,604831.1772151899
2000-04-04,191.1154207295766,199.2838013594711,158.41106550638824,181.97617100960315,169.07913765405883,906755.6047932331
2000-04-05,178.98802449475355,192.1113268007697,170.64731519949655,185.619869314425,172.76412521133344,638305.4275634995
2000-04-06,191.9464467818319,202.8918468343779,184.11875170955724,194.9569115971612,182.10153109402543,536313.0258337248
2000-04-07,159.46775460010622,164.73307826693465,152.85763172521823,159.6419924201035,152.07209310041196,1011094.7219512195
2000-04-10,197.86920320667892,202.03073348880838,181.81311700538635,186.46693033803487,173.58872964672912,468697.1264692054
2000-04-11,177.6794128357925,187.5189063739035,168.59081719770776,177.31691112103405,164.6224175098394,585565.0350795136
2000-04-12,176.16533346694877,181.82215090718208,158.2828741971877,162.30608895540752,149.772192364075,819570.4736842106
2000-04-13,163.42251995991924,167.5958945826738,146.4368546844779,151.34604345603492,138.96974242831476,679988.2508158508
2000-04-14,146.95817014887817,152.38511952584244,124.7797610547779,130.37945561057853,118.36334053486127,795604.6463187325
2000-04-17,124.88941382563813,137.30620295927451,116.00754972082285,127.67318696456222,115.66269095922925,679649.8630201028
2000-04-18,130.52968732330953,155.92304432448495,125.79220215868011,147.28403433758916,135.08625651611922,622603.9532928538
2000-04-19,151.8230823871139,157.59223836633987,143.11103323353822,147.33660449390854,135.0892646895791,578212.3361305362
2000-04-20,114.98550465682902,120.09090695431367,109.97805784538686,115.5040707968803,103.24255444258753,581550.5970218707
2000-04-24,114.55892354775102,122.10585091584943,108.06712223699375,116.11851156317391,103.87322867645298,577365.1322160149
2000-04-25,152.44580691040522,160.80277711611689,148.9185143547017,155.98770015715635,143.26461585743056,609982.9121905651
2000-04-26,158.38468265499438,162.53222436310736,145.35382527700818,149.38986030556558,136.65089121360424,608324.122962273
2000-04-27,148.92301107981044,154.63475212059268,141.43432791565934,149.61538163764214,136.88394884623548,561626.2670720299
2000-04-28,149.2540037451305,161.63516357462603,146.50549206941315,157.8907927132878,145.0800122033509,502274.09316479403
2000-05-01,160.4782280804286,176.09363296807356,156.52802815300544,171.52912733831116,158.60547779521872,488800.95072735805
2000-05-02,174.85574972139239,179.8699046972729,163.14911117461233,167.63819439564014,154.89262511839308,488341.8421545667
2000-05-03,165.20864347539532,167.27660683808804,150.86643370633098,158.9751315166043,146.42813524970174,575918.4745683621
2000-05-04,159.7775967331882,168.0436699140054,155.2147833916819,162.2975171315603,149.71971867343444,504642.3009799347
2000-05-05,164.7040938877063,171.39938426173242,161.07686477555893,165.7108940591359,153.06068602473295,431673.9985994398
2000-05-08,166.41336715291123,170.42950782042476,157.56458950630653,162.31351892231467,149.76895867047728,413935.9720670391
2000-05-09,161.65459083935707,164.6925999470839,151.91079528165332,155.53409765868184,143.24431429959355,503825.4911545624
2000-05-10,155.32449076817255,158.41595120907536,141.49385612591507,150.17526537212115,138.40790766257666,596622.7488393686
2000-05-11,151.28967680520975,156.45238089454423,144.97987192282756,150.47705177819242,138.6626893577379,559400.4846914744
2000-05-12,154.4501237801707,157.40104784981222,146.31548528258912,150.85507446101437,139.18066596264114,460362.5806902985
2000-05-15,149.6762848208737,152.43679786038493,141.24086330204761,146.71562372747397,134.93908256727428,546838.6974050046
2000-05-16,148.7708359516404,153.97641082157992,144.0988778999734,148.68987110581963,136.83288644243427,527202.3837913368
2000-05-17,147.84361805867616,150.4602778468442,142.80328980203058,147.07261941459694,135.0431427618409,463322.6657368666
2000-05-18,148.57523811021295,152.49639603375863,141.82162736353143,146.017634575959,134.0131136483178,488211.098467255
2000-05-19,146.0761646083429,150.14283323152466,139.55604786540295,143.2578971470874,131.37249814628345,591246.4581212401
2000-05-22,144.95682460984156,146.72580230432757,132.66038355002487,139.037817409979,127.39902151665866,600650.7077350626
2000-05-23,139.22310205417236,142.1126796600133,129.74847456510005,132.11387459757842,120.60643161149314,540070.1564814815
2000-05-24,129.86861434186633,133.80852004925833,119.16311176874429,125.10153443006224,113.75123709431419,689587.6440520446
2000-05-25,126.97714027761029,133.63882028869764,121.7155233121087,125.09612879526482,113.86390960471647,581237.7558031569
2000-05-26,125.73102208112469,130.0049835024788,120.87036383527663,124.52440497222723,113.27228466079447,365520.73426573427
2000-05-30,127.36885472731372,134.1409033814311,121.97151080856544,128.9380419557181,117.52490839252415,574082.123844732
2000-05-31,129.91154407078923,136.3033372542666,122.16069451906132,125.94159159657849,114.56398234600792,546565.7339832869
2000-06-01,127.26966183015406,132.5271406549061,120.0033105539208,127.93591180499247,116.43338539672835,678357.0305272895
2000-06-02,131.2879110141778,140.65728528586527,128.21046716306117,137.56199041324737,125.85373982458361,739205.5111111111
2000-06-05,139.832204543909,148.39151048407263,134.93193866523035,141.7560068189521,130.00016429501994,482235.4705609643
2000-06-06,144.7032593880374,157.3902768658141,140.24121777629767,151.43187056140482,139.63179950055917,578567.3911234397
2000-06-07,156.56067195571285,162.26595643274538,150.69370321895462,156.00255178926912,144.08875991307764,494654.21630384435
2000-06-08,159.35102813737424,164.02444811501755,152.32366720940448,154.95980369060092,142.98743922308918,420407.1425908667
