Date,Open,High,Low,Close,Adj Close,Volume
2004-02-25,2.900000095367432,2.900000095367432,2.809999942779541,2.819999933242798,1.5342552661895752,12800.0
2004-02-26,2.8499999046325684,2.900000095367432,2.819999933242798,2.890000104904175,1.572339653968811,59500.0
2004-02-27,2.890000104904175,2.950000047683716,2.8499999046325684,2.900000095367432,1.5777802467346191,16300.0
2004-03-01,2.950000047683716,2.950000047683716,2.8499999046325684,2.890000104904175,1.572339653968811,14500.0
2004-03-02,2.950000047683716,3.0199999809265137,2.799999952316284,2.8499999046325684,1.5505770444869995,28700.0
2004-03-03,2.930000066757202,2.930000066757202,2.799999952316284,2.8499999046325684,1.5505770444869995,74600.0
2004-03-04,2.900000095367432,2.900000095367432,2.75,2.799999952316284,1.5233739614486694,72500.0
2004-03-05,2.799999952316284,2.900000095367432,2.5999999046325684,2.75,1.4961708784103394,50200.0
2004-03-08,2.789999961853028,2.819999933242798,2.640000104904175,2.700000047683716,1.4689677953720093,74500.0
2004-03-09,2.640000104904175,2.75,2.640000104904175,2.700000047683716,1.4689677953720093,34100.0
2004-03-10,2.720000028610229,2.720000028610229,2.5999999046325684,2.650000095367432,1.4417647123336792,23400.0
2004-03-11,2.650000095367432,2.700000047683716,2.5999999046325684,2.690000057220459,1.4635272026062012,24500.0
2004-03-12,2.619999885559082,2.650000095367432,2.5799999237060547,2.650000095367432,1.4417647123336792,18800.0
2004-03-15,2.650000095367432,2.700000047683716,2.619999885559082,2.619999885559082,1.4254426956176758,7800.0
2004-03-16,2.6700000762939453,2.6700000762939453,2.5999999046325684,2.619999885559082,1.4254426956176758,8500.0
2004-03-17,2.5999999046325684,2.5999999046325684,2.549999952316284,2.569999933242798,1.3982396125793457,14700.0
2004-03-18,2.549999952316284,2.5999999046325684,2.0,2.400000095367432,1.3057491779327393,45700.0
2004-03-19,2.400000095367432,2.400000095367432,2.299999952316284,2.400000095367432,1.3057491779327393,1800.0
2004-03-22,2.400000095367432,2.400000095367432,2.200000047683716,2.3499999046325684,1.2785459756851196,3500.0
2004-03-23,2.3499999046325684,2.4200000762939453,2.3499999046325684,2.400000095367432,1.3057491779327393,38100.0
2004-03-24,2.450000047683716,2.4800000190734863,2.359999895095825,2.4200000762939453,1.316630482673645,10000.0
2004-03-25,2.450000047683716,2.549999952316284,2.380000114440918,2.400000095367432,1.3057491779327393,8800.0
2004-03-26,2.400000095367432,2.5,2.400000095367432,2.470000028610229,1.3438334465026855,6800.0
2004-03-29,2.4200000762939453,2.5999999046325684,2.4200000762939453,2.5899999141693115,1.4091209173202517,12500.0
2004-03-30,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,1.4145615100860596,200.0
2004-03-31,2.450000047683716,2.549999952316284,2.450000047683716,2.5,1.3601553440093994,18000.0
2004-04-01,2.450000047683716,2.75,2.450000047683716,2.700000047683716,1.4689677953720093,8600.0
2004-04-02,2.75,2.75,2.650000095367432,2.650000095367432,1.4417647123336792,9700.0
2004-04-05,2.75,2.950000047683716,2.650000095367432,2.8299999237060547,1.5396957397460938,29700.0
2004-04-06,2.950000047683716,3.0,2.900000095367432,2.9200000762939453,1.588661551475525,47000.0
2004-04-07,3.0199999809265137,3.0199999809265137,3.0,3.0,1.6321864128112793,7700.0
2004-04-08,3.0,3.049999952316284,2.940000057220459,2.940000057220459,1.5995427370071411,42500.0
2004-04-12,2.940000057220459,3.0,2.940000057220459,2.940000057220459,1.5995427370071411,4900.0
2004-04-13,3.0,3.0,2.940000057220459,2.940000057220459,1.5995427370071411,5400.0
2004-04-14,2.950000047683716,3.0,2.940000057220459,2.9600000381469727,1.6104240417480469,28900.0
2004-04-15,2.950000047683716,3.049999952316284,2.940000057220459,3.049999952316284,1.6593894958496094,54300.0
2004-04-16,3.049999952316284,3.0999999046325684,3.0,3.0999999046325684,1.6865925788879397,29600.0
2004-04-19,3.0999999046325684,3.0999999046325684,3.039999961853028,3.0999999046325684,1.6865925788879397,7900.0
2004-04-20,3.0999999046325684,3.0999999046325684,3.0299999713897705,3.049999952316284,1.6593894958496094,12400.0
2004-04-21,3.049999952316284,3.049999952316284,3.0,3.049999952316284,1.6593894958496094,16900.0
2004-04-22,3.049999952316284,3.0799999237060547,3.0,3.009999990463257,1.6376270055770874,20300.0
2004-04-23,3.150000095367432,3.5,3.0999999046325684,3.25,1.7682019472122192,49400.0
2004-04-26,3.25,3.5,3.049999952316284,3.0999999046325684,1.6865925788879397,233100.0
2004-04-27,3.0999999046325684,3.190000057220459,3.069999933242798,3.069999933242798,1.6702708005905151,31700.0
2004-04-28,3.0999999046325684,3.200000047683716,3.049999952316284,3.200000047683716,1.7409988641738892,19300.0
2004-04-29,3.200000047683716,3.25,3.0999999046325684,3.180000066757202,1.730117678642273,69200.0
2004-04-30,3.200000047683716,3.200000047683716,3.0999999046325684,3.150000095367432,1.713795781135559,11300.0
2004-05-03,3.200000047683716,3.299999952316284,3.150000095367432,3.25,1.7682019472122192,70400.0
2004-05-04,3.650000095367432,3.75,3.400000095367432,3.75,2.0402328968048096,204100.0
2004-05-05,3.950000047683716,4.050000190734863,3.849999904632568,3.900000095367432,2.121842384338379,300200.0
